,movie,year,imdb,metascore,votes,n_imdb
0,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1456431,88.0
1,A Beautiful Mind,2001,8.2,72,745073,82.0
2,"Monsters, Inc.",2001,8.1,78,712553,81.0
3,Donnie Darko,2001,8.1,88,681140,81.0
4,Amélie,2001,8.3,69,633316,83.0
5,Harry Potter and the Sorcerer's Stone,2001,7.6,64,547172,76.0
6,Shrek,2001,7.9,84,541542,79.0
7,Spirited Away,2001,8.6,96,532765,86.0
8,Ocean's Eleven,2001,7.8,74,462974,78.0
9,Training Day,2001,7.7,69,347742,77.0
10,Black Hawk Down,2001,7.7,74,330978,77.0
11,The Fast and the Furious,2001,6.8,58,311932,68.0
12,The Others,2001,7.6,74,306901,76.0
13,Pearl Harbor,2001,6.1,44,287158,61.0
14,Mulholland Drive,2001,8.0,83,283019,80.0
15,The Mummy Returns,2001,6.3,48,277485,63.0
16,A.I. Artificial Intelligence,2001,7.1,65,269231,71.0
17,Jurassic Park III,2001,5.9,42,262711,59.0
18,Moulin Rouge!,2001,7.6,66,247403,76.0
19,The Royal Tenenbaums,2001,7.6,76,239987,76.0
20,Hannibal,2001,6.8,57,231868,68.0
21,Vanilla Sky,2001,6.9,45,229631,69.0
22,Zoolander,2001,6.6,61,226232,66.0
23,American Pie 2,2001,6.4,43,220747,64.0
24,Blow,2001,7.6,52,219717,76.0
25,Enemy at the Gates,2001,7.6,53,218494,76.0
26,Bridget Jones's Diary,2001,6.7,66,200184,67.0
27,Planet of the Apes,2001,5.7,50,198445,57.0
28,Lara Croft: Tomb Raider,2001,5.8,33,181360,58.0
29,Rush Hour 2,2001,6.6,48,180994,66.0
30,Swordfish,2001,6.5,32,166859,65.0
31,K-PAX,2001,7.4,49,164812,74.0
32,Legally Blonde,2001,6.2,59,157597,62.0
33,A Knight's Tale,2001,6.9,56,153940,69.0
34,Jay and Silent Bob Strike Back,2001,6.9,51,138725,69.0
35,From Hell,2001,6.8,54,137144,68.0
36,Scary Movie 2,2001,5.3,29,135244,53.0
37,I Am Sam,2001,7.6,28,133703,76.0
38,Spy Game,2001,7.1,63,132828,71.0
39,Shallow Hal,2001,5.9,48,119147,59.0
40,The Princess Diaries,2001,6.3,52,112430,63.0
41,The Score,2001,6.8,71,111314,68.0
42,Evolution,2001,6.1,40,110880,61.0
43,Ghost World,2001,7.4,88,105362,74.0
44,Y Tu Mamá También,2001,7.7,88,103497,77.0
45,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1456431,88.0
46,A Beautiful Mind,2001,8.2,72,745073,82.0
47,"Monsters, Inc.",2001,8.1,78,712553,81.0
48,Donnie Darko,2001,8.1,88,681140,81.0
49,Amélie,2001,8.3,69,633316,83.0
50,Harry Potter and the Sorcerer's Stone,2001,7.6,64,547172,76.0
51,Shrek,2001,7.9,84,541542,79.0
52,Spirited Away,2001,8.6,96,532765,86.0
53,Ocean's Eleven,2001,7.8,74,462974,78.0
54,Training Day,2001,7.7,69,347742,77.0
55,Black Hawk Down,2001,7.7,74,330978,77.0
56,The Fast and the Furious,2001,6.8,58,311932,68.0
57,The Others,2001,7.6,74,306901,76.0
58,Pearl Harbor,2001,6.1,44,287158,61.0
59,Mulholland Drive,2001,8.0,83,283019,80.0
60,The Mummy Returns,2001,6.3,48,277485,63.0
61,A.I. Artificial Intelligence,2001,7.1,65,269231,71.0
62,Jurassic Park III,2001,5.9,42,262711,59.0
63,Moulin Rouge!,2001,7.6,66,247403,76.0
64,The Royal Tenenbaums,2001,7.6,76,239987,76.0
65,Hannibal,2001,6.8,57,231868,68.0
66,Vanilla Sky,2001,6.9,45,229631,69.0
67,Zoolander,2001,6.6,61,226232,66.0
68,American Pie 2,2001,6.4,43,220747,64.0
69,Blow,2001,7.6,52,219717,76.0
70,Enemy at the Gates,2001,7.6,53,218494,76.0
71,Bridget Jones's Diary,2001,6.7,66,200184,67.0
72,Planet of the Apes,2001,5.7,50,198445,57.0
73,Lara Croft: Tomb Raider,2001,5.8,33,181360,58.0
74,Rush Hour 2,2001,6.6,48,180994,66.0
75,Swordfish,2001,6.5,32,166859,65.0
76,K-PAX,2001,7.4,49,164812,74.0
77,Legally Blonde,2001,6.2,59,157597,62.0
78,A Knight's Tale,2001,6.9,56,153940,69.0
79,Jay and Silent Bob Strike Back,2001,6.9,51,138725,69.0
80,From Hell,2001,6.8,54,137144,68.0
81,Scary Movie 2,2001,5.3,29,135244,53.0
82,I Am Sam,2001,7.6,28,133703,76.0
83,Spy Game,2001,7.1,63,132828,71.0
84,Shallow Hal,2001,5.9,48,119147,59.0
85,The Princess Diaries,2001,6.3,52,112430,63.0
86,The Score,2001,6.8,71,111314,68.0
87,Evolution,2001,6.1,40,110880,61.0
88,Ghost World,2001,7.4,88,105362,74.0
89,Y Tu Mamá También,2001,7.7,88,103497,77.0
90,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1456431,88.0
91,A Beautiful Mind,2001,8.2,72,745073,82.0
92,"Monsters, Inc.",2001,8.1,78,712553,81.0
93,Donnie Darko,2001,8.1,88,681140,81.0
94,Amélie,2001,8.3,69,633316,83.0
95,Harry Potter and the Sorcerer's Stone,2001,7.6,64,547172,76.0
96,Shrek,2001,7.9,84,541542,79.0
97,Spirited Away,2001,8.6,96,532765,86.0
98,Ocean's Eleven,2001,7.8,74,462974,78.0
99,Training Day,2001,7.7,69,347742,77.0
100,Black Hawk Down,2001,7.7,74,330978,77.0
101,The Fast and the Furious,2001,6.8,58,311932,68.0
102,The Others,2001,7.6,74,306901,76.0
103,Pearl Harbor,2001,6.1,44,287158,61.0
104,Mulholland Drive,2001,8.0,83,283019,80.0
105,The Mummy Returns,2001,6.3,48,277485,63.0
106,A.I. Artificial Intelligence,2001,7.1,65,269231,71.0
107,Jurassic Park III,2001,5.9,42,262711,59.0
108,Moulin Rouge!,2001,7.6,66,247403,76.0
109,The Royal Tenenbaums,2001,7.6,76,239987,76.0
110,Hannibal,2001,6.8,57,231868,68.0
111,Vanilla Sky,2001,6.9,45,229631,69.0
112,Zoolander,2001,6.6,61,226232,66.0
113,American Pie 2,2001,6.4,43,220747,64.0
114,Blow,2001,7.6,52,219717,76.0
115,Enemy at the Gates,2001,7.6,53,218494,76.0
116,Bridget Jones's Diary,2001,6.7,66,200184,67.0
117,Planet of the Apes,2001,5.7,50,198445,57.0
118,Lara Croft: Tomb Raider,2001,5.8,33,181360,58.0
119,Rush Hour 2,2001,6.6,48,180994,66.0
120,Swordfish,2001,6.5,32,166859,65.0
121,K-PAX,2001,7.4,49,164812,74.0
122,Legally Blonde,2001,6.2,59,157597,62.0
123,A Knight's Tale,2001,6.9,56,153940,69.0
124,Jay and Silent Bob Strike Back,2001,6.9,51,138725,69.0
125,From Hell,2001,6.8,54,137144,68.0
126,Scary Movie 2,2001,5.3,29,135244,53.0
127,I Am Sam,2001,7.6,28,133703,76.0
128,Spy Game,2001,7.1,63,132828,71.0
129,Shallow Hal,2001,5.9,48,119147,59.0
130,The Princess Diaries,2001,6.3,52,112430,63.0
131,The Score,2001,6.8,71,111314,68.0
132,Evolution,2001,6.1,40,110880,61.0
133,Ghost World,2001,7.4,88,105362,74.0
134,Y Tu Mamá También,2001,7.7,88,103497,77.0
135,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1456431,88.0
136,A Beautiful Mind,2001,8.2,72,745073,82.0
137,"Monsters, Inc.",2001,8.1,78,712553,81.0
138,Donnie Darko,2001,8.1,88,681140,81.0
139,Amélie,2001,8.3,69,633316,83.0
140,Harry Potter and the Sorcerer's Stone,2001,7.6,64,547172,76.0
141,Shrek,2001,7.9,84,541542,79.0
142,Spirited Away,2001,8.6,96,532765,86.0
143,Ocean's Eleven,2001,7.8,74,462974,78.0
144,Training Day,2001,7.7,69,347742,77.0
145,Black Hawk Down,2001,7.7,74,330978,77.0
146,The Fast and the Furious,2001,6.8,58,311932,68.0
147,The Others,2001,7.6,74,306901,76.0
148,Pearl Harbor,2001,6.1,44,287158,61.0
149,Mulholland Drive,2001,8.0,83,283019,80.0
150,The Mummy Returns,2001,6.3,48,277485,63.0
151,A.I. Artificial Intelligence,2001,7.1,65,269231,71.0
152,Jurassic Park III,2001,5.9,42,262711,59.0
153,Moulin Rouge!,2001,7.6,66,247403,76.0
154,The Royal Tenenbaums,2001,7.6,76,239987,76.0
155,Hannibal,2001,6.8,57,231868,68.0
156,Vanilla Sky,2001,6.9,45,229631,69.0
157,Zoolander,2001,6.6,61,226232,66.0
158,American Pie 2,2001,6.4,43,220747,64.0
159,Blow,2001,7.6,52,219717,76.0
160,Enemy at the Gates,2001,7.6,53,218494,76.0
161,Bridget Jones's Diary,2001,6.7,66,200184,67.0
162,Planet of the Apes,2001,5.7,50,198445,57.0
163,Lara Croft: Tomb Raider,2001,5.8,33,181360,58.0
164,Rush Hour 2,2001,6.6,48,180994,66.0
165,Swordfish,2001,6.5,32,166859,65.0
166,K-PAX,2001,7.4,49,164812,74.0
167,Legally Blonde,2001,6.2,59,157597,62.0
168,A Knight's Tale,2001,6.9,56,153940,69.0
169,Jay and Silent Bob Strike Back,2001,6.9,51,138725,69.0
170,From Hell,2001,6.8,54,137144,68.0
171,Scary Movie 2,2001,5.3,29,135244,53.0
172,I Am Sam,2001,7.6,28,133703,76.0
173,Spy Game,2001,7.1,63,132828,71.0
174,Shallow Hal,2001,5.9,48,119147,59.0
175,The Princess Diaries,2001,6.3,52,112430,63.0
176,The Score,2001,6.8,71,111314,68.0
177,Evolution,2001,6.1,40,110880,61.0
178,Ghost World,2001,7.4,88,105362,74.0
179,Y Tu Mamá También,2001,7.7,88,103497,77.0
180,The Lord of the Rings: The Two Towers,2002,8.7,87,1301604,87.0
181,Catch Me If You Can,2002,8.1,75,685826,81.0
182,City of God,2002,8.6,79,624644,86.0
183,Spider-Man,2002,7.3,73,621959,73.0
184,The Pianist,2002,8.5,85,615040,85.0
185,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,555819,66.0
186,Harry Potter and the Chamber of Secrets,2002,7.4,63,472451,74.0
187,The Bourne Identity,2002,7.9,68,464894,79.0
188,Minority Report,2002,7.7,80,457819,77.0
189,Ice Age,2002,7.5,60,385548,75.0
190,Gangs of New York,2002,7.5,72,362124,75.0
191,28 Days Later...,2002,7.6,73,338269,76.0
192,Signs,2002,6.7,59,306320,67.0
193,Men in Black II,2002,6.1,49,302279,61.0
194,The Ring,2002,7.1,57,291315,71.0
195,Equilibrium,2002,7.5,33,290556,75.0
196,The Transporter,2002,6.8,51,263994,68.0
197,Insomnia,2002,7.2,78,248362,72.0
198,Phone Booth,2002,7.1,56,231883,71.0
199,Panic Room,2002,6.8,65,231698,68.0
200,Red Dragon,2002,7.2,60,226741,72.0
201,Resident Evil,2002,6.7,33,226667,67.0
202,Road to Perdition,2002,7.7,72,224045,77.0
203,8 Mile,2002,7.1,77,221602,71.0
204,Chicago,2002,7.2,82,196485,72.0
205,Die Another Day,2002,6.1,56,187561,61.0
206,A Walk to Remember,2002,7.4,35,184170,74.0
207,Blade II,2002,6.7,52,181699,67.0
208,Austin Powers in Goldmember,2002,6.2,62,179947,62.0
209,Hero,2002,7.9,85,163213,79.0
210,xXx,2002,5.9,48,162654,59.0
211,Adaptation.,2002,7.7,83,162071,77.0
212,25th Hour,2002,7.7,67,160815,77.0
213,About a Boy,2002,7.1,75,157130,71.0
214,Lilo & Stitch,2002,7.2,73,144101,72.0
215,Bowling for Columbine,2002,8.0,72,133015,80.0
216,Punch-Drunk Love,2002,7.3,78,128301,73.0
217,Mr. Deeds,2002,5.8,24,124049,58.0
218,The Scorpion King,2002,5.5,45,119302,55.0
219,We Were Soldiers,2002,7.2,65,118040,72.0
220,Reign of Fire,2002,6.2,39,117515,62.0
221,The Count of Monte Cristo,2002,7.8,61,117394,78.0
222,About Schmidt,2002,7.2,85,115764,72.0
223,The Hours,2002,7.6,80,114238,76.0
224,John Q,2002,7.1,30,112509,71.0
225,My Big Fat Greek Wedding,2002,6.6,62,111843,66.0
226,The Time Machine,2002,5.9,42,111566,59.0
227,Infernal Affairs,2002,8.1,75,109532,81.0
228,The Lord of the Rings: The Two Towers,2002,8.7,87,1301604,87.0
229,Catch Me If You Can,2002,8.1,75,685826,81.0
230,City of God,2002,8.6,79,624644,86.0
231,Spider-Man,2002,7.3,73,621959,73.0
232,The Pianist,2002,8.5,85,615040,85.0
233,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,555819,66.0
234,Harry Potter and the Chamber of Secrets,2002,7.4,63,472451,74.0
235,The Bourne Identity,2002,7.9,68,464894,79.0
236,Minority Report,2002,7.7,80,457819,77.0
237,Ice Age,2002,7.5,60,385548,75.0
238,Gangs of New York,2002,7.5,72,362124,75.0
239,28 Days Later...,2002,7.6,73,338269,76.0
240,Signs,2002,6.7,59,306320,67.0
241,Men in Black II,2002,6.1,49,302279,61.0
242,The Ring,2002,7.1,57,291315,71.0
243,Equilibrium,2002,7.5,33,290556,75.0
244,The Transporter,2002,6.8,51,263994,68.0
245,Insomnia,2002,7.2,78,248362,72.0
246,Phone Booth,2002,7.1,56,231883,71.0
247,Panic Room,2002,6.8,65,231698,68.0
248,Red Dragon,2002,7.2,60,226741,72.0
249,Resident Evil,2002,6.7,33,226667,67.0
250,Road to Perdition,2002,7.7,72,224045,77.0
251,8 Mile,2002,7.1,77,221602,71.0
252,Chicago,2002,7.2,82,196485,72.0
253,Die Another Day,2002,6.1,56,187561,61.0
254,A Walk to Remember,2002,7.4,35,184170,74.0
255,Blade II,2002,6.7,52,181699,67.0
256,Austin Powers in Goldmember,2002,6.2,62,179947,62.0
257,Hero,2002,7.9,85,163213,79.0
258,xXx,2002,5.9,48,162654,59.0
259,Adaptation.,2002,7.7,83,162071,77.0
260,25th Hour,2002,7.7,67,160815,77.0
261,About a Boy,2002,7.1,75,157130,71.0
262,Lilo & Stitch,2002,7.2,73,144101,72.0
263,Bowling for Columbine,2002,8.0,72,133015,80.0
264,Punch-Drunk Love,2002,7.3,78,128301,73.0
265,Mr. Deeds,2002,5.8,24,124049,58.0
266,The Scorpion King,2002,5.5,45,119302,55.0
267,We Were Soldiers,2002,7.2,65,118040,72.0
268,Reign of Fire,2002,6.2,39,117515,62.0
269,The Count of Monte Cristo,2002,7.8,61,117394,78.0
270,About Schmidt,2002,7.2,85,115764,72.0
271,The Hours,2002,7.6,80,114238,76.0
272,John Q,2002,7.1,30,112509,71.0
273,My Big Fat Greek Wedding,2002,6.6,62,111843,66.0
274,The Time Machine,2002,5.9,42,111566,59.0
275,Infernal Affairs,2002,8.1,75,109532,81.0
276,The Lord of the Rings: The Two Towers,2002,8.7,87,1301604,87.0
277,Catch Me If You Can,2002,8.1,75,685826,81.0
278,City of God,2002,8.6,79,624644,86.0
279,Spider-Man,2002,7.3,73,621959,73.0
280,The Pianist,2002,8.5,85,615040,85.0
281,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,555819,66.0
282,Harry Potter and the Chamber of Secrets,2002,7.4,63,472451,74.0
283,The Bourne Identity,2002,7.9,68,464894,79.0
284,Minority Report,2002,7.7,80,457819,77.0
285,Ice Age,2002,7.5,60,385548,75.0
286,Gangs of New York,2002,7.5,72,362124,75.0
287,28 Days Later...,2002,7.6,73,338269,76.0
288,Signs,2002,6.7,59,306320,67.0
289,Men in Black II,2002,6.1,49,302279,61.0
290,The Ring,2002,7.1,57,291315,71.0
291,Equilibrium,2002,7.5,33,290556,75.0
292,The Transporter,2002,6.8,51,263994,68.0
293,Insomnia,2002,7.2,78,248362,72.0
294,Phone Booth,2002,7.1,56,231883,71.0
295,Panic Room,2002,6.8,65,231698,68.0
296,Red Dragon,2002,7.2,60,226741,72.0
297,Resident Evil,2002,6.7,33,226667,67.0
298,Road to Perdition,2002,7.7,72,224045,77.0
299,8 Mile,2002,7.1,77,221602,71.0
300,Chicago,2002,7.2,82,196485,72.0
301,Die Another Day,2002,6.1,56,187561,61.0
302,A Walk to Remember,2002,7.4,35,184170,74.0
303,Blade II,2002,6.7,52,181699,67.0
304,Austin Powers in Goldmember,2002,6.2,62,179947,62.0
305,Hero,2002,7.9,85,163213,79.0
306,xXx,2002,5.9,48,162654,59.0
307,Adaptation.,2002,7.7,83,162071,77.0
308,25th Hour,2002,7.7,67,160815,77.0
309,About a Boy,2002,7.1,75,157130,71.0
310,Lilo & Stitch,2002,7.2,73,144101,72.0
311,Bowling for Columbine,2002,8.0,72,133015,80.0
312,Punch-Drunk Love,2002,7.3,78,128301,73.0
313,Mr. Deeds,2002,5.8,24,124049,58.0
314,The Scorpion King,2002,5.5,45,119302,55.0
315,We Were Soldiers,2002,7.2,65,118040,72.0
316,Reign of Fire,2002,6.2,39,117515,62.0
317,The Count of Monte Cristo,2002,7.8,61,117394,78.0
318,About Schmidt,2002,7.2,85,115764,72.0
319,The Hours,2002,7.6,80,114238,76.0
320,John Q,2002,7.1,30,112509,71.0
321,My Big Fat Greek Wedding,2002,6.6,62,111843,66.0
322,The Time Machine,2002,5.9,42,111566,59.0
323,Infernal Affairs,2002,8.1,75,109532,81.0
324,The Lord of the Rings: The Two Towers,2002,8.7,87,1301604,87.0
325,Catch Me If You Can,2002,8.1,75,685826,81.0
326,City of God,2002,8.6,79,624644,86.0
327,Spider-Man,2002,7.3,73,621959,73.0
328,The Pianist,2002,8.5,85,615040,85.0
329,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,555819,66.0
330,Harry Potter and the Chamber of Secrets,2002,7.4,63,472451,74.0
331,The Bourne Identity,2002,7.9,68,464894,79.0
332,Minority Report,2002,7.7,80,457819,77.0
333,Ice Age,2002,7.5,60,385548,75.0
334,Gangs of New York,2002,7.5,72,362124,75.0
335,28 Days Later...,2002,7.6,73,338269,76.0
336,Signs,2002,6.7,59,306320,67.0
337,Men in Black II,2002,6.1,49,302279,61.0
338,The Ring,2002,7.1,57,291315,71.0
339,Equilibrium,2002,7.5,33,290556,75.0
340,The Transporter,2002,6.8,51,263994,68.0
341,Insomnia,2002,7.2,78,248362,72.0
342,Phone Booth,2002,7.1,56,231883,71.0
343,Panic Room,2002,6.8,65,231698,68.0
344,Red Dragon,2002,7.2,60,226741,72.0
345,Resident Evil,2002,6.7,33,226667,67.0
346,Road to Perdition,2002,7.7,72,224045,77.0
347,8 Mile,2002,7.1,77,221602,71.0
348,Chicago,2002,7.2,82,196485,72.0
349,Die Another Day,2002,6.1,56,187561,61.0
350,A Walk to Remember,2002,7.4,35,184170,74.0
351,Blade II,2002,6.7,52,181699,67.0
352,Austin Powers in Goldmember,2002,6.2,62,179947,62.0
353,Hero,2002,7.9,85,163213,79.0
354,xXx,2002,5.9,48,162654,59.0
355,Adaptation.,2002,7.7,83,162071,77.0
356,25th Hour,2002,7.7,67,160815,77.0
357,About a Boy,2002,7.1,75,157130,71.0
358,Lilo & Stitch,2002,7.2,73,144101,72.0
359,Bowling for Columbine,2002,8.0,72,133015,80.0
360,Punch-Drunk Love,2002,7.3,78,128301,73.0
361,Mr. Deeds,2002,5.8,24,124049,58.0
362,The Scorpion King,2002,5.5,45,119302,55.0
363,We Were Soldiers,2002,7.2,65,118040,72.0
364,Reign of Fire,2002,6.2,39,117515,62.0
365,The Count of Monte Cristo,2002,7.8,61,117394,78.0
366,About Schmidt,2002,7.2,85,115764,72.0
367,The Hours,2002,7.6,80,114238,76.0
368,John Q,2002,7.1,30,112509,71.0
369,My Big Fat Greek Wedding,2002,6.6,62,111843,66.0
370,The Time Machine,2002,5.9,42,111566,59.0
371,Infernal Affairs,2002,8.1,75,109532,81.0
372,The Lord of the Rings: The Return of the King,2003,8.9,94,1439788,89.0
373,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,941559,80.0
374,Kill Bill: Vol. 1,2003,8.1,69,874644,81.0
375,Finding Nemo,2003,8.1,90,838319,81.0
376,The Matrix Reloaded,2003,7.2,62,467530,72.0
377,X-Men 2,2003,7.5,68,467369,75.0
378,Oldboy,2003,8.4,74,441242,84.0
379,The Matrix Revolutions,2003,6.7,47,405722,67.0
380,Big Fish,2003,8.0,58,383314,80.0
381,Mystic River,2003,8.0,84,380005,80.0
382,Love Actually,2003,7.6,55,369517,76.0
383,Lost in Translation,2003,7.8,89,365377,78.0
384,The Last Samurai,2003,7.7,55,361106,77.0
385,Terminator 3: Rise of the Machines,2003,6.3,66,341940,63.0
386,Bruce Almighty,2003,6.7,46,337572,67.0
387,The Italian Job,2003,7.0,68,315844,70.0
388,School of Rock,2003,7.1,82,237492,71.0
389,Underworld,2003,7.0,42,234869,70.0
390,Hulk,2003,5.7,54,234673,57.0
391,2 Fast 2 Furious,2003,5.9,38,224183,59.0
392,21 Grams,2003,7.7,70,209039,77.0
393,Identity,2003,7.3,64,204407,73.0
394,Bad Boys II,2003,6.6,38,201347,66.0
395,Old School,2003,7.1,54,200491,71.0
396,Daredevil,2003,5.3,42,194198,53.0
397,Anger Management,2003,6.2,52,188061,62.0
398,Master and Commander: The Far Side of the World,2003,7.4,81,186248,74.0
399,How to Lose a Guy in 10 Days,2003,6.4,45,184753,64.0
400,American Wedding,2003,6.3,43,178961,63.0
401,Elf,2003,6.9,64,177906,69.0
402,The League of Extraordinary Gentlemen,2003,5.8,30,154650,58.0
403,Once Upon a Time in Mexico,2003,6.4,56,142624,64.0
404,Final Destination 2,2003,6.2,38,136625,62.0
405,Johnny English,2003,6.2,51,130544,62.0
406,Cold Mountain,2003,7.2,73,129778,72.0
407,S.W.A.T.,2003,6.0,45,129468,60.0
408,Good Bye Lenin!,2003,7.7,68,126980,77.0
409,Scary Movie 3,2003,5.5,49,125317,55.0
410,Bad Santa,2003,7.1,70,124204,71.0
411,The Recruit,2003,6.6,56,122609,66.0
412,Dogville,2003,8.0,60,122574,80.0
413,Monster,2003,7.3,74,121510,73.0
414,The Texas Chainsaw Massacre,2003,6.2,38,120535,62.0
415,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,119070,55.0
416,Matchstick Men,2003,7.3,61,116272,73.0
417,Freaky Friday,2003,6.2,70,112161,62.0
418,Charlie's Angels: Full Throttle,2003,4.9,48,110612,49.0
419,The Lord of the Rings: The Return of the King,2003,8.9,94,1439788,89.0
420,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,941559,80.0
421,Kill Bill: Vol. 1,2003,8.1,69,874644,81.0
422,Finding Nemo,2003,8.1,90,838319,81.0
423,The Matrix Reloaded,2003,7.2,62,467530,72.0
424,X-Men 2,2003,7.5,68,467369,75.0
425,Oldboy,2003,8.4,74,441242,84.0
426,The Matrix Revolutions,2003,6.7,47,405722,67.0
427,Big Fish,2003,8.0,58,383314,80.0
428,Mystic River,2003,8.0,84,380005,80.0
429,Love Actually,2003,7.6,55,369517,76.0
430,Lost in Translation,2003,7.8,89,365377,78.0
431,The Last Samurai,2003,7.7,55,361106,77.0
432,Terminator 3: Rise of the Machines,2003,6.3,66,341940,63.0
433,Bruce Almighty,2003,6.7,46,337572,67.0
434,The Italian Job,2003,7.0,68,315844,70.0
435,School of Rock,2003,7.1,82,237492,71.0
436,Underworld,2003,7.0,42,234869,70.0
437,Hulk,2003,5.7,54,234673,57.0
438,2 Fast 2 Furious,2003,5.9,38,224183,59.0
439,21 Grams,2003,7.7,70,209039,77.0
440,Identity,2003,7.3,64,204407,73.0
441,Bad Boys II,2003,6.6,38,201347,66.0
442,Old School,2003,7.1,54,200491,71.0
443,Daredevil,2003,5.3,42,194198,53.0
444,Anger Management,2003,6.2,52,188061,62.0
445,Master and Commander: The Far Side of the World,2003,7.4,81,186248,74.0
446,How to Lose a Guy in 10 Days,2003,6.4,45,184753,64.0
447,American Wedding,2003,6.3,43,178961,63.0
448,Elf,2003,6.9,64,177906,69.0
449,The League of Extraordinary Gentlemen,2003,5.8,30,154650,58.0
450,Once Upon a Time in Mexico,2003,6.4,56,142624,64.0
451,Final Destination 2,2003,6.2,38,136625,62.0
452,Johnny English,2003,6.2,51,130544,62.0
453,Cold Mountain,2003,7.2,73,129778,72.0
454,S.W.A.T.,2003,6.0,45,129468,60.0
455,Good Bye Lenin!,2003,7.7,68,126980,77.0
456,Scary Movie 3,2003,5.5,49,125317,55.0
457,Bad Santa,2003,7.1,70,124204,71.0
458,The Recruit,2003,6.6,56,122609,66.0
459,Dogville,2003,8.0,60,122574,80.0
460,Monster,2003,7.3,74,121510,73.0
461,The Texas Chainsaw Massacre,2003,6.2,38,120535,62.0
462,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,119070,55.0
463,Matchstick Men,2003,7.3,61,116272,73.0
464,Freaky Friday,2003,6.2,70,112161,62.0
465,Charlie's Angels: Full Throttle,2003,4.9,48,110612,49.0
466,The Lord of the Rings: The Return of the King,2003,8.9,94,1439788,89.0
467,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,941559,80.0
468,Kill Bill: Vol. 1,2003,8.1,69,874644,81.0
469,Finding Nemo,2003,8.1,90,838319,81.0
470,The Matrix Reloaded,2003,7.2,62,467530,72.0
471,X-Men 2,2003,7.5,68,467369,75.0
472,Oldboy,2003,8.4,74,441242,84.0
473,The Matrix Revolutions,2003,6.7,47,405722,67.0
474,Big Fish,2003,8.0,58,383314,80.0
475,Mystic River,2003,8.0,84,380005,80.0
476,Love Actually,2003,7.6,55,369517,76.0
477,Lost in Translation,2003,7.8,89,365377,78.0
478,The Last Samurai,2003,7.7,55,361106,77.0
479,Terminator 3: Rise of the Machines,2003,6.3,66,341940,63.0
480,Bruce Almighty,2003,6.7,46,337572,67.0
481,The Italian Job,2003,7.0,68,315844,70.0
482,School of Rock,2003,7.1,82,237492,71.0
483,Underworld,2003,7.0,42,234869,70.0
484,Hulk,2003,5.7,54,234673,57.0
485,2 Fast 2 Furious,2003,5.9,38,224183,59.0
486,21 Grams,2003,7.7,70,209039,77.0
487,Identity,2003,7.3,64,204407,73.0
488,Bad Boys II,2003,6.6,38,201347,66.0
489,Old School,2003,7.1,54,200491,71.0
490,Daredevil,2003,5.3,42,194198,53.0
491,Anger Management,2003,6.2,52,188061,62.0
492,Master and Commander: The Far Side of the World,2003,7.4,81,186248,74.0
493,How to Lose a Guy in 10 Days,2003,6.4,45,184753,64.0
494,American Wedding,2003,6.3,43,178961,63.0
495,Elf,2003,6.9,64,177906,69.0
496,The League of Extraordinary Gentlemen,2003,5.8,30,154650,58.0
497,Once Upon a Time in Mexico,2003,6.4,56,142624,64.0
498,Final Destination 2,2003,6.2,38,136625,62.0
499,Johnny English,2003,6.2,51,130544,62.0
500,Cold Mountain,2003,7.2,73,129778,72.0
501,S.W.A.T.,2003,6.0,45,129468,60.0
502,Good Bye Lenin!,2003,7.7,68,126980,77.0
503,Scary Movie 3,2003,5.5,49,125317,55.0
504,Bad Santa,2003,7.1,70,124204,71.0
505,The Recruit,2003,6.6,56,122609,66.0
506,Dogville,2003,8.0,60,122574,80.0
507,Monster,2003,7.3,74,121510,73.0
508,The Texas Chainsaw Massacre,2003,6.2,38,120535,62.0
509,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,119070,55.0
510,Matchstick Men,2003,7.3,61,116272,73.0
511,Freaky Friday,2003,6.2,70,112161,62.0
512,Charlie's Angels: Full Throttle,2003,4.9,48,110612,49.0
513,The Lord of the Rings: The Return of the King,2003,8.9,94,1439788,89.0
514,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,941559,80.0
515,Kill Bill: Vol. 1,2003,8.1,69,874644,81.0
516,Finding Nemo,2003,8.1,90,838319,81.0
517,The Matrix Reloaded,2003,7.2,62,467530,72.0
518,X-Men 2,2003,7.5,68,467369,75.0
519,Oldboy,2003,8.4,74,441242,84.0
520,The Matrix Revolutions,2003,6.7,47,405722,67.0
521,Big Fish,2003,8.0,58,383314,80.0
